food_Code,food_Nm,nation_Std_Food_Grupp_Code_Nm,food_Wgh,allrgy_Info,food_Image_Address
F00470,두부,두류,60.00,대두(콩),
F01693,"소고기, 한우, 등심, 생것",육류,30.00,쇠고기,
F02712,콩기름,유지류,15.00,대두(콩),
F01200,"느타리버섯, 생것",버섯류,10.00,null,
F00702,"당근, 뿌리, 생것",채소류,10.00,null,
F00993,"양배추, 생것",채소류,10.00,null,
F01001,"양파, 생것",채소류,10.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,10.00,밀,
F01276,"표고버섯, 참나무재배, 생것",버섯류,10.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01696,"소고기, 한우, 양지, 생것",육류,40.00,쇠고기,
F00815,"배추, 생것",채소류,30.00,null,
F01149,"파, 대파, 생것",채소류,15.00,null,
F01125,"토란대, 줄기, 생것",채소류,10.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01693,"소고기, 한우, 등심, 생것",육류,60.00,쇠고기,
F00993,"양배추, 생것",채소류,20.00,null,
F02712,콩기름,유지류,15.00,대두(콩),
F01200,"느타리버섯, 생것",버섯류,10.00,null,
F00702,"당근, 뿌리, 생것",채소류,10.00,null,
F01001,"양파, 생것",채소류,10.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,10.00,밀,
F01276,"표고버섯, 참나무재배, 생것",버섯류,10.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01693,"소고기, 한우, 등심, 생것",육류,30.00,쇠고기,
F01241,"양송이버섯, 생것",버섯류,20.00,null,
F01200,"느타리버섯, 생것",버섯류,20.00,null,
F00993,"양배추, 생것",채소류,20.00,null,
F01276,"표고버섯, 참나무재배, 생것",버섯류,20.00,null,
F02712,콩기름,유지류,15.00,대두(콩),
F00702,"당근, 뿌리, 생것",채소류,10.00,null,
F01001,"양파, 생것",채소류,10.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,10.00,밀,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01800,"소 부산물, 소장(곱창), 생것",육류,30.00,쇠고기,
F01799,"소 부산물, 선지(피), 생것",육류,20.00,쇠고기,
F01001,"양파, 생것",채소류,20.00,null,
F00341,"당면, 고구마, 말린것",감자 및 전분류,10.00,null,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F00777,"무청, 시래기, 말린것, 삶은것",채소류,30.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_091.jpg
F01696,"소고기, 한우, 양지, 생것",육류,10.00,쇠고기,
F01149,"파, 대파, 생것",채소류,10.00,null,
F00622,"고추, 빨간색, 생것",채소류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,0.50,null,
F02535,"오징어, 생것",어패류 및 기타 수산물,80.00,오징어,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00993,"양배추, 생것",채소류,20.00,null,
F02712,콩기름,유지류,15.00,대두(콩),
F01165,"피망, 초록색, 생것",채소류,15.00,null,
F01001,"양파, 생것",채소류,10.00,null,
F00622,"고추, 빨간색, 생것",채소류,5.00,null,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F02825,"간장, 개량, 양조",조미료류,4.00,대두(콩),
F00356,"전분, 감자, 가루",감자 및 전분류,10.00,밀,
F00739,"마늘, 생것",채소류,1.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01612,"돼지고기, 등심, 생것",육류,30.00,돼지고기,
F00952,"시금치, 생것",채소류,20.00,null,
F00702,"당근, 뿌리, 생것",채소류,10.00,null,
F00341,"당면, 고구마, 말린것",감자 및 전분류,30.00,null,
F01279,"표고버섯, 참나무재배, 말린것, 삶은것",버섯류,3.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_073.jpg
F01001,"양파, 생것",채소류,10.00,null,
F02710,참기름,유지류,5.00,null,
F02825,"간장, 개량, 양조",조미료류,1.00,대두(콩),
F02876,"소금, 천일염, 가는소금",조미료류,0.50,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01612,"돼지고기, 등심, 생것",육류,30.00,돼지고기,
F02505,"새우, 중하, 생것",어패류 및 기타 수산물,20.00,새우,
F02535,"오징어, 생것",어패류 및 기타 수산물,20.00,오징어,
F01889,"메추리알, 생것",난류,20.00,난류,
F01001,"양파, 생것",채소류,20.00,null,
F01182,"호박, 애호박, 생것",채소류,20.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,10.00,밀,
F00620,"고추, 풋고추, 생것",채소류,5.00,null,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F01279,"표고버섯, 참나무재배, 말린것, 삶은것",버섯류,5.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_073.jpg
F02876,"소금, 천일염, 가는소금",조미료류,0.50,null,
F01612,"돼지고기, 등심, 생것",육류,60.00,돼지고기,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,5.00,대두(콩),
F00993,"양배추, 생것",채소류,20.00,null,
F01001,"양파, 생것",채소류,20.00,null,
F02838,고춧가루,조미료류,10.00,null,
F00702,"당근, 뿌리, 생것",채소류,10.00,null,
F00919,"생강, 뿌리줄기, 생것",채소류,5.00,null,
F01149,"파, 대파, 생것",채소류,5.00,null,
F02825,"간장, 개량, 양조",조미료류,4.00,대두(콩),
F00394,"설탕, 백설탕",당류,4.00,null,
F02710,참기름,유지류,4.00,null,
F02927,"후추, 검은색, 가루",조미료류,2.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02907,"짜장 소스, 레토르트",조미료류,20.00,대두(콩),
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00305,"감자, 대지, 생것",감자 및 전분류,30.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F00993,"양배추, 생것",채소류,30.00,null,
F01001,"양파, 생것",채소류,30.00,null,
F01612,"돼지고기, 등심, 생것",육류,20.00,돼지고기,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F00265,"옥수수, 통조림, 가당",곡류 및 그 제품,5.00,null,
F00442,"완두, 생것",두류,5.00,null,
F00356,"전분, 감자, 가루",감자 및 전분류,5.00,밀,
F01148,"파, 쪽파, 생것",채소류,2.00,null,
F02916,"카레 소스, 레토르트",조미료류,20.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00305,"감자, 대지, 생것",감자 및 전분류,50.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01612,"돼지고기, 등심, 생것",육류,40.00,돼지고기,
F00702,"당근, 뿌리, 생것",채소류,30.00,null,
F01001,"양파, 생것",채소류,30.00,null,
F02712,콩기름,유지류,5.00,대두(콩),
F00739,"마늘, 생것",채소류,2.00,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.00,null,
F02927,"후추, 검은색, 가루",조미료류,1.00,null,
F00108,"밀, 중력밀가루",곡류 및 그 제품,2.00,밀,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00305,"감자, 대지, 생것",감자 및 전분류,30.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_067.jpg
F01001,"양파, 생것",채소류,30.00,null,
F01612,"돼지고기, 등심, 생것",육류,20.00,돼지고기,
F00702,"당근, 뿌리, 생것",채소류,10.00,null,
F00993,"양배추, 생것",채소류,10.00,null,
F01241,"양송이버섯, 생것",버섯류,10.00,null,
F02823,"발효주, 과실주, 포도주, 적포도주, 알코올 13%",주류,10.00,아황산류,
F00739,"마늘, 생것",채소류,3.00,null,
F02712,콩기름,유지류,3.00,대두(콩),
F02557,"한치, 생것",어패류 및 기타 수산물,80.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,15.00,대두(콩),
F00702,"당근, 뿌리, 생것",채소류,20.00,null,
F00993,"양배추, 생것",채소류,20.00,null,
F01035,"오이, 다다기, 생것",채소류,20.00,null,
F02712,콩기름,유지류,15.00,대두(콩),
F00620,"고추, 풋고추, 생것",채소류,10.00,null,
F00904,"상추, 반결구, 로메인, 녹색, 생것",채소류,10.00,null,
F00739,"마늘, 생것",채소류,5.00,null,
F00971,"쑥갓, 생것",채소류,5.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_047.jpg
F02825,"간장, 개량, 양조",조미료류,2.00,대두(콩),
F02710,참기름,유지류,3.00,null,
F00394,"설탕, 백설탕",당류,1.00,null,
F02535,"오징어, 생것",어패류 및 기타 수산물,50.00,오징어,
F02505,"새우, 중하, 생것",어패류 및 기타 수산물,20.00,새우,
F02438,"담치, 참담치(홍합), 생것",어패류 및 기타 수산물,20.00,"어패류(굴, 전복, 홍합 포함)",
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,10.00,대두(콩),
F02712,콩기름,유지류,15.00,대두(콩),
F01165,"피망, 초록색, 생것",채소류,15.00,null,
F01001,"양파, 생것",채소류,10.00,null,
F00622,"고추, 빨간색, 생것",채소류,5.00,null,
F00702,"당근, 뿌리, 생것",채소류,5.00,null,
F02825,"간장, 개량, 양조",조미료류,2.00,대두(콩),
F00356,"전분, 감자, 가루",감자 및 전분류,3.00,밀,
F00739,"마늘, 생것",채소류,1.00,null,
F01977,"다랑어, 참다랑어, 냉동",어패류 및 기타 수산물,70.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,15.00,대두(콩),
F00702,"당근, 뿌리, 생것",채소류,20.00,null,
F00993,"양배추, 생것",채소류,20.00,null,
F01035,"오이, 다다기, 생것",채소류,20.00,null,
F00620,"고추, 풋고추, 생것",채소류,10.00,null,
F00904,"상추, 반결구, 로메인, 녹색, 생것",채소류,10.00,null,
F00739,"마늘, 생것",채소류,5.00,null,
F00971,"쑥갓, 생것",채소류,5.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_047.jpg
F02710,참기름,유지류,3.00,null,
F00394,"설탕, 백설탕",당류,1.00,null,
F01977,"다랑어, 참다랑어, 냉동",어패류 및 기타 수산물,70.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,15.00,대두(콩),
F00772,"무, 조선무, 생것",채소류,30.00,null,
F01035,"오이, 다다기, 생것",채소류,20.00,null,
F00904,"상추, 반결구, 로메인, 녹색, 생것",채소류,10.00,null,
F00993,"양배추, 생것",채소류,10.00,null,
F00386,물엿,당류,5.00,null,
F00620,"고추, 풋고추, 생것",채소류,3.00,null,
F02883,"식초, 감식초",조미료류,3.00,null,
F02710,참기름,유지류,2.00,null,
F02838,고춧가루,조미료류,1.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02369,"다슬기, 생것",어패류 및 기타 수산물,80.00,"어패류(굴, 전복, 홍합 포함)",
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00981,"아욱, 생것",채소류,70.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-5845-1/978-89-480-5845-1_B_065.jpg
F01875,"달걀, 생것",난류,60.00,난류,
F00108,"밀, 중력밀가루",곡류 및 그 제품,15.00,밀,
F02847,"된장, 개량",조미료류,10.00,대두(콩),
F02836,"고추장, 개량",조미료류,10.00,대두(콩),
F02838,고춧가루,조미료류,2.00,null,
F01149,"파, 대파, 생것",채소류,3.00,null,
F00739,"마늘, 생것",채소류,1.00,null,
F02927,"후추, 검은색, 가루",조미료류,0.10,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,210.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F01117,"콩나물, 생것",채소류,70.00,null,
F01149,"파, 대파, 생것",채소류,20.00,null,
F01875,"달걀, 생것",난류,60.00,난류,
F02535,"오징어, 생것",어패류 및 기타 수산물,80.00,오징어,
F02523,"새우, 젓갈, 토굴육젓",어패류 및 기타 수산물,3.00,새우,
F00664,"김치, 배추 김치",채소류,30.00,null,
F02841,"참깨, 흰색, 볶은것",견과 및 종실류,1.00,null,
F02838,고춧가루,조미료류,1.00,null,
F02061,멸치 육수,어패류 및 기타 수산물,400.00,null,
F02538,"오징어, 구운것",어패류 및 기타 수산물,15.00,오징어,
F02505,"새우, 중하, 생것",어패류 및 기타 수산물,25.00,새우,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,126.70,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02836,"고추장, 개량",조미료류,2.00,대두(콩),
F02712,콩기름,유지류,5.00,대두(콩),
F01165,"피망, 초록색, 생것",채소류,12.40,null,
F01003,"양파, 데친것",채소류,8.30,null,
F00622,"고추, 빨간색, 생것",채소류,4.00,null,
F00703,"당근, 뿌리, 데친것",채소류,4.00,null,
F02825,"간장, 개량, 양조",조미료류,3.30,대두(콩),
F00356,"전분, 감자, 가루",감자 및 전분류,2.50,밀,
F00739,"마늘, 생것",채소류,0.80,null,
F02915,"카레 소스, 가루",조미료류,17.80,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,40.80,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F00306,"감자, 대지, 삶은것",감자 및 전분류,29.70,null,
F01614,"돼지고기, 등심, 구운것(팬)",육류,35.00,돼지고기,
F00703,"당근, 뿌리, 데친것",채소류,15.80,null,
F01003,"양파, 데친것",채소류,15.80,null,
F02712,콩기름,유지류,3.80,대두(콩),
F00739,"마늘, 생것",채소류,1.10,null,
F02876,"소금, 천일염, 가는소금",조미료류,1.10,null,
F02927,"후추, 검은색, 가루",조미료류,0.50,null,
F00227,"수수, 도정, 생것",곡류 및 그 제품,15.00,null,
F03111,"명태, 알, 양념젓갈(명란젓)",어패류 및 기타 수산물,20.00,null,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,200.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02712,콩기름,유지류,2.00,대두(콩),
F01148,"파, 쪽파, 생것",채소류,3.00,null,
F02576,"김, 김밥용김, 말린것",해조류,1.00,null,
F01278,"표고버섯, 참나무재배, 말린것",버섯류,6.00,null,
F01001,"양파, 생것",채소류,30.00,null,
F00739,"마늘, 생것",채소류,4.00,null,
F01148,"파, 쪽파, 생것",채소류,5.00,null,
F01875,"달걀, 생것",난류,50.00,난류,
F00079,"멥쌀, 백미, 밥",곡류 및 그 제품,200.00,null,https://www.nongsaro.go.kr/cms_contents/mgnNew/978-89-480-6205-2/978-89-480-6205-2_B_103.jpg
F02685,고추기름,유지류,2.00,null,
F00394,"설탕, 백설탕",당류,8.00,null,
F02825,"간장, 개량, 양조",조미료류,16.00,대두(콩),
F02927,"후추, 검은색, 가루",조미료류,0.05,null,
F02710,참기름,유지류,3.00,null,
F02712,콩기름,유지류,2.00,대두(콩),
F00017,"멥쌀, 백미, 생것",곡류 및 그 제품,60.00,null,
F03640,생수,음료류,80.00,null,
F02249,"장어, 갯장어, 생것",어패류 및 기타 수산물,50.00,null,
F00919,"생강, 뿌리줄기, 생것",채소류,3.00,null,
F00739,"마늘, 생것",채소류,7.00,null,
F02825,"간장, 개량, 양조",조미료류,12.00,대두(콩),
F01149,"파, 대파, 생것",채소류,4.00,null,
F02710,참기름,유지류,2.00,null,
F02838,고춧가루,조미료류,0.50,null,
F00790,"미나리, 돌미나리, 생것",채소류,40.00,null,
F01001,"양파, 생것",채소류,15.00,null,
F00622,"고추, 빨간색, 생것",채소류,3.00,null,
F01752,"소고기, 한우(1등급), 양지(차돌박이), 생것",육류,20.00,쇠고기,
F00081,"멥쌀, 현미, 밥",곡류 및 그 제품,180.00,null,
F01880,"달걀, 난황, 생것",난류,18.00,난류,
F02825,"간장, 개량, 양조",조미료류,12.00,대두(콩),
F00739,"마늘, 생것",채소류,3.00,null,
F02861,"식초, 발사믹",조미료류,3.00,null,
F01347,매실청,과일류,6.00,null,
F02706,올리브유,유지류,3.00,null,
F02927,"후추, 검은색, 가루",조미료류,0.05,null,
F02816,"발효주, 청주, 알코올 16%",주류,3.00,null,
F02363,"굴, 참굴, 생것",어패류 및 기타 수산물,40.00,"어패류(굴, 전복, 홍합 포함)",
